"","domain","phylum","class","order","family","genus","species","strain"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640.432.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-822","UMGS1045","Unknown_UMGS1045","UMGS1045 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640.435.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","UBA11957","Unknown_UBA11957","UBA11957 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640.508.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Unknown_Lachnospiraceae","Unknown_Lachnospiraceae","Lachnospiraceae unk genus_6"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_16_1650.153.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio_A","Butyrivibrio_A sp000431815","Butyrivibrio_A sp000431815"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_20_1653.177.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","CAG-170","Unknown_CAG-170","CAG-170 sp._18"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_2_1112.453.fa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","UMGS1773","Unknown_UMGS1773","UMGS1773 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_2_1112.511.fa","Bacteria","Firmicutes","Bacilli","ML615J-28","CAG-698","Tener-01","Tener-01 sp001940985","Tener-01 sp001940985"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_8_1525.160.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","1XD42-69","Unknown_1XD42-69","1XD42-69 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_8_1525.238.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A","Unknown_Blautia_A","Blautia_A sp._3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_16_2355.356.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-74","Firm-11","Unknown_Firm-11","Firm-11 sp._2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180.258.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Unknown_Agathobacter","Agathobacter sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_22_1305.3.fa","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Beduini","Beduini sp900550005","Beduini sp900550005"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_4_2225.347.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Unknown_Faecalibacterium","Faecalibacterium sp._9"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_6_2233.299.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A","Unknown_Blautia_A","Blautia_A sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_8_2273.428.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Bariatricus","Unknown_Bariatricus","Bariatricus sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_8_2273.71.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","GCA-900066575","Unknown_GCA-900066575","GCA-900066575 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_18_1662.137.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","CAG-488","CAG-488 sp000434055","CAG-488 sp000434055"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_2_1315.202.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","UBA7057","Unknown_UBA7057","UBA7057 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_2_1315.24.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","Unknown_Borkfalkiaceae","Unknown_Borkfalkiaceae","Borkfalkiaceae unk genus_1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526.124.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-533","CAG-533 sp004563275","CAG-533 sp004563275"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526.139.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-74","Unknown_CAG-74","Unknown_CAG-74","CAG-74 unk genus_2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_I_10_1184.3.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","Unknown_CAG-508","Unknown_CAG-508","CAG-508 unk genus"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_15_RAU0016YZ.70.fa","Bacteria","Cyanobacteria","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","QHMH01","QHMH01 sp003258795","QHMH01 sp003258795"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_23_THA1066YZ.113.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Unknown_Faecalibacterium","Faecalibacterium sp._10"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_9_CHE0002SZ.94.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","COE1","COE1 sp001916965","COE1 sp001916965"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_15_RAU1013YZ.128.fa","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp900557405","Prevotella sp900557405"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y.176.fa","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","UBA1259","Unknown_UBA1259","UBA1259 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ.311.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii_A","Faecalibacterium prausnitzii_A_1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_H_13_CHE1006Z.91.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","CAG-81","CAG-81 sp900556965","CAG-81 sp900556965"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_H_23_RAJ1014YZ.121.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","Unknown_CAG-508","Unknown_CAG-508","CAG-508 unk genus_1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_H_7_THA1071YZ.104.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Unknown_Roseburia","Roseburia sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_13_THA1070JZ.39.fa","Bacteria","Cyanobacteria","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Zag1","Zag1 sp001765415","Zag1 sp001765415"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.19.fa","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira rogosae","Lachnospira rogosae"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.199.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","Unknown_CAG-269","CAG-269 sp._3"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.223.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","CAG-110","Unknown_CAG-110","CAG-110 sp._13"
"GUT_GENOME001418.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis_A","Bacteroides fragilis_A"
"GUT_GENOME001575.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter faecis","Mediterraneibacter faecis"
"GUT_GENOME006546.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-605","CAG-605 sp000433255","CAG-605 sp000433255"
"GUT_GENOME011056.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","UBA1242","Unknown_UBA1242","Unknown_UBA1242","UBA1242 unk genus_1"
"GUT_GENOME013055.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","CAG-272","UMGS1865","Unknown_UMGS1865","UMGS1865 sp."
"GUT_GENOME015181.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-302","CAG-762","CAG-762 sp000432575","CAG-762 sp000432575"
"GUT_GENOME018848.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","CAG-873 sp900540625","CAG-873 sp900540625"
"GUT_GENOME018982.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Eubacterium_J","Unknown_Eubacterium_J","Eubacterium_J sp."
"GUT_GENOME022136.fna","Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","CAG-238","CAG-238 sp900551415","CAG-238 sp900551415"
"GUT_GENOME023591.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","CAG-590","CAG-590 sp000431135","CAG-590 sp000431135"
"GUT_GENOME025308.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","CAG-110","CAG-110 sp900544705","CAG-110 sp900544705"
"GUT_GENOME025577.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-138","SFDB01","SFDB01 sp004558825","SFDB01 sp004558825"
"GUT_GENOME026008.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","F23-B02","F23-B02 sp900545805","F23-B02 sp900545805"
"GUT_GENOME026080.fna","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-245","Unknown_CAG-245","CAG-245 sp._1"
"GUT_GENOME026466.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Evtepia","Unknown_Evtepia","Evtepia sp."
"GUT_GENOME036653.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UMGS172","UMGS172 sp900539855","UMGS172 sp900539855"
"GUT_GENOME041878.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-138","CAG-1024","CAG-1024 sp000432015","CAG-1024 sp000432015"
"GUT_GENOME082367.fna","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-269","CAG-269 sp000431335","CAG-269 sp000431335"
"GUT_GENOME086861.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans","Fusicatenibacter saccharivorans"
"GUT_GENOME093120.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-74","Firm-10","Firm-10 sp004552515","Firm-10 sp004552515"
"GUT_GENOME094708.fna","Bacteria","Firmicutes_C","Negativicutes","Veillonellales","Dialisteraceae","Dialister","Dialister sp900543165","Dialister sp900543165"
"GUT_GENOME095520.fna","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Unknown_Bilophila","Bilophila sp."
"GUT_GENOME096166.fna","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila wadsworthia","Bilophila wadsworthia"
"GUT_GENOME096498.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas","Intestinimonas massiliensis","Intestinimonas massiliensis"
"GUT_GENOME098969.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotellamassilia","Prevotellamassilia sp900542795","Prevotellamassilia sp900542795"
"GUT_GENOME099131.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RC9","RC9 sp000435075","RC9 sp000435075"
"GUT_GENOME109801.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","CAG-632","CAG-632 sp002406015","CAG-632 sp002406015"
"GUT_GENOME116219.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UBA5905","UBA5905 sp002437905","UBA5905 sp002437905"
"GUT_GENOME121269.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","CAG-115","CAG-115 sp003516865","CAG-115 sp003516865"
"GUT_GENOME126839.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii_H","Faecalibacterium prausnitzii_H"
"GUT_GENOME138032.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-302","RUG705","RUG705 sp900551455","RUG705 sp900551455"
"GUT_GENOME139859.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","CAG-110","Unknown_CAG-110","CAG-110 sp._14"
"GUT_GENOME143211.fna","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","Akkermansia muciniphila"
"GUT_GENOME150720.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","Ruminococcus_E","Ruminococcus_E sp003526955","Ruminococcus_E sp003526955"
"GUT_GENOME151566.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_B","Ruminococcus_B gnavus","Ruminococcus_B gnavus"
"GUT_GENOME157191.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Unknown_Faecalibacterium","Faecalibacterium sp._11"
"GUT_GENOME157359.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","P3","UBA3388","UBA3388 sp900545215","UBA3388 sp900545215"
"GUT_GENOME164917.fna","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella sp003458715","Holdemanella sp003458715"
"GUT_GENOME238381.fna","Bacteria","Proteobacteria","Alphaproteobacteria","Rs-D84","Rs-D84","Rs-D84","Rs-D84 sp900550495","Rs-D84 sp900550495"
"GUT_GENOME238522.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","Ruminococcus_H","Ruminococcus_H sp003531055","Ruminococcus_H sp003531055"
"GUT_GENOME247218.fna","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","CAG-1427","CAG-1427 sp900553605","CAG-1427 sp900553605"
"GUT_GENOME251332.fna","Bacteria","Firmicutes_A","Clostridia","UMGS1810","UMGS1810","Unknown_UMGS1810","Unknown_UMGS1810","UMGS1810 unk genus_1"
"GUT_GENOME251944.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","CAG-272","UBA11512","UBA11512 sp003522145","UBA11512 sp003522145"
"GUT_GENOME253901.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-628","CAG-628 sp003524085","CAG-628 sp003524085"
"GUT_GENOME254156.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-582","CAG-582 sp000435515","CAG-582 sp000435515"
"GUT_GENOME256424.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-1000","Unknown_CAG-1000_1","CAG-1000 sp._3"
"GUT_GENOME256853.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-302","CAG-302","CAG-302 sp001916775","CAG-302 sp001916775"
"GUT_GENOME260001.fna","Bacteria","Firmicutes_A","Clostridia","UMGS1883","UMGS1883","UMGS1883","UMGS1883 sp900555935","UMGS1883 sp900555935"
"GUT_GENOME261446.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","CAG-177","CAG-177 sp003538135","CAG-177 sp003538135"
"GUT_GENOME265393.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","Borkfalkiaceae","UBA1259","UBA1259 sp003523255","UBA1259 sp003523255"
"GUT_GENOME270891.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Unknown_Lachnospira","Lachnospira sp."
"GUT_GENOME277093.fna","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","CAG-977","Unknown_CAG-977","Unknown_CAG-977","CAG-977 unk genus"
"GUT_GENOME277097.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","F23-B02","F23-B02 sp003533405","F23-B02 sp003533405"
"GUT_GENOME278232.fna","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UMGS1491","Unknown_UMGS1491","UMGS1491 sp."
"GUT_GENOME279170.fna","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-460","CAG-460 sp000437355","CAG-460 sp000437355"
"GUT_GENOME279972.fna","Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus sp000433075","Coprococcus sp000433075"
"GUT_GENOME282790.fna","Bacteria","Firmicutes_A","Clostridia_A","Christensenellales","CAG-138","Phil1","Phil1 sp004558525","Phil1 sp004558525"
"GUT_GENOME283366.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","F082","F082","F082 sp002633315","F082 sp002633315"
"GUT_GENOME285832.fna","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp002300055","Prevotella sp002300055"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_B_9_1520.109.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-460","Unknown_CAG-460","CAG-460 sp._6"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_B_9_1520.129.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","CAG-710","Unknown_CAG-710","CAG-710 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_10_1550.17.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","CAG-451","Unknown_CAG-451","CAG-451 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_2_1542.220.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-452","Unknown_CAG-452","CAG-452 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_2_1542.53.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","CAG-110","CAG-110 sp900554705","CAG-110 sp900554705"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_12_1563.144.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-460","Unknown_CAG-460","CAG-460 sp._7"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_F_3_1566.59.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Unknown_Faecalibacterium","Faecalibacterium sp._12"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_G_11_1585.143.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","CAG-710","Unknown_CAG-710","CAG-710 sp._1"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_G_11_1585.167.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-822","UBA5578","Unknown_UBA5578","UBA5578 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_22_1120.100.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","CAG-245","Unknown_CAG-245","CAG-245 sp._2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_22_1612.35.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-611","UBA3789","Unknown_UBA3789","UBA3789 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_4_1602.90.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Acutalibacteraceae","UBA737","UBA737 sp900549055","UBA737 sp900549055"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_5_1598.152.fa","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Unknown_Holdemanella","Holdemanella sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_12_1619.194.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","UMGS1124","Unknown_UMGS1124","UMGS1124 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_14_1620.17.fa","Bacteria","Proteobacteria","Alphaproteobacteria","Rs-D84","Rs-D84","Rs-D84","Rs-D84 sp900550565","Rs-D84 sp900550565"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_21_1577.251.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","ER4","Unknown_ER4","ER4 sp._2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_21_1577.96.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-628","Unknown_CAG-628","CAG-628 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_10_1632.10.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","CAG-272","Unknown_CAG-272","Unknown_CAG-272","CAG-272 unk genus_2"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_10_1632.105.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","CAG-83","Unknown_CAG-83","CAG-83 sp._6"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_17_1567.106.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","Unknown_CAG-1000","Unknown_CAG-1000_2","CAG-1000 unk genus"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_17_1567.206.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-822","Unknown_CAG-822","Unknown_CAG-822_2","CAG-822 unk genus"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_17_1567.253.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-508","UMGS1754","Unknown_UMGS1754","UMGS1754 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_17_1567.265.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","CAG-1000","Unknown_CAG-1000_1","CAG-1000 sp._4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_22_1638.82.fa","Bacteria","Firmicutes_A","Clostridia","Oscillospirales","Oscillospiraceae","Unknown_Oscillospiraceae","Unknown_Oscillospiraceae","Oscillospiraceae unk genus_4"
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_8_1096.105.fa","Bacteria","Firmicutes_A","Clostridia","TANB77","CAG-465","CAG-465","Unknown_CAG-465_1","CAG-465 sp."
"REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_8_1096.160.fa","Bacteria","Firmicutes","Bacilli","RF39","CAG-1000","Unknown_CAG-1000","Unknown_CAG-1000_2","CAG-1000 unk genus_1"
